,0
1700034G24Rik,4.3035469552242175e-09
1700034H14Rik,2.8307655984726098e-05
1700034H15Rik,2.7196025897597486e-07
1700034I23Rik,7.513275725995613e-08
1700034J05Rik,2.6410030863414175e-07
1700034K08Rik,2.39085941956901e-10
1700034O15Rik,7.710521628110056e-09
1700034P13Rik,7.412261915518822e-07
1700036G14Rik,6.574863403814777e-10
1700037C18Rik,4.012549478119925e-06
1700037H04Rik,1.7092762048125508e-05
1700039E15Rik,4.2766497867540664e-08
1700039E22Rik,1.972459021144433e-09
1700040I03Rik,1.3809932750600791e-05
1700040L02Rik,1.8810086483459184e-06
1700040N02Rik,7.847398329880383e-07
1700041C23Rik,1.733373079187532e-09
1700041M19Rik,1.105772481550667e-09
1700042B14Rik,2.7196025897597484e-09
1700042G07Rik,1.972459021144433e-09
1700042G15Rik,6.066805777156363e-09
1700042O10Rik,1.6613484391730157e-07
1700044C05Rik,2.2414307058459468e-09
1700044K03Rik,5.080576266584146e-10
1700045H11Rik,2.4326994594114674e-08
1700045I19Rik,2.759709256523019e-06
1700046C09Rik,1.344858423507568e-09
1700047G03Rik,1.3382835601037533e-07
1700047I17Rik2,0.0
1700047L14Rik,8.756522624171498e-09
1700047M11Rik,4.518574874271706e-06
1700048M11Rik,1.302420668810218e-07
1700048O20Rik,1.4744131183054638e-06
1700049E15Rik,4.2542354796956067e-07
1700049E22Rik,8.965722823383786e-10
1700049G17Rik,3.363998974819086e-06
1700049L16Rik,6.1564630053902e-09
1700051A21Rik,1.8439503273425986e-08
1700052I22Rik,1.1954297097845048e-09
1700052K11Rik,4.638297159706623e-06
1700052N19Rik,1.4141066780211099e-05
1700054A03Rik,1.482332840132786e-08
1700054K19Rik,7.949607570066958e-09
1700054M17Rik,2.4775280735283862e-08
1700054N08Rik,3.526936044262714e-06
1700054O13Rik,1.4285385031924833e-08
1700055C04Rik,2.9885742744612624e-11
1700055N04Rik,2.6200830664201884e-07
1700056E22Rik,9.174325307741183e-07
1700057G04Rik,9.055380051617625e-09
1700057H15Rik,2.2414307058459468e-09
1700057K13Rik,1.527161454249705e-08
1700058G18Rik,6.963378059494741e-09
1700060C16Rik,2.271316448590559e-09
1700060C20Rik,4.109289627384235e-08
1700061F12Rik,3.2874317019073886e-09
1700061G19Rik,7.552426048991055e-07
1700061I17Rik,9.142048705577001e-08
1700061J05Rik,5.047701949565072e-08
1700063A18Rik,2.0920019921228836e-10
1700063D05Rik,1.6931468694532836e-06
1700063O14Rik,5.738062606965623e-09
1700064J06Rik,5.379433694030272e-10
1700064M15Rik,1.7632588219321447e-07
1700065D16Rik,9.288189987598157e-07
1700065I16Rik,7.471435686153155e-10
1700065I17Rik,9.653094906509878e-09
1700065J11Rik,6.933492316750128e-09
1700065J18Rik,3.012482868656952e-08
1700065O20Rik,2.7494883325043613e-09
1700066B17Rik,2.097979140671806e-08
1700066B19Rik,1.32310160278949e-06
1700066J24Rik,1.1479113788205708e-07
1700066M21Rik,7.927970292319858e-06
1700066N21Rik,4.393204183458055e-09
1700066O22Rik,7.3220069724300924e-09
1700067G17Rik,1.8768246443616726e-08
1700067K01Rik,5.837582130305183e-07
1700067P10Rik,1.3000298093906491e-08
1700069L16Rik,1.6736015936983069e-09
1700069P05Rik,6.873720831260903e-10
1700071K01Rik,3.613186297823666e-08
1700071M16Rik,3.473321021778879e-07
1700072B07Rik,3.2276602164181633e-09
1700072O05Rik,2.8779970263061954e-08
1700073E17Rik,7.27120120976425e-08
1700074H08Rik,4.5247014515343507e-08
1700074P13Rik,3.1081172454397125e-09
1700080E11Rik,1.0639324417082093e-08
1700080N15Rik,1.9637921557484955e-07
1700080O16Rik,1.0758867388060544e-09
1700081H04Rik,3.1380029881843253e-09
1700081H22Rik,3.120071542537558e-08
1700081L11Rik,3.6480480167352564e-05
1700084C01Rik,9.832409362977552e-07
1700084E18Rik,5.27931645583582e-07
1700084F23Rik,2.540288133292073e-09
1700084J12Rik,1.3618932968719971e-07
1700085B03Rik,1.7184302078152256e-08
1700085C21Rik,5.188164940464751e-08
1700086L19Rik,2.7945739640088838e-05
1700086O06Rik,3.034120146404052e-06
1700088E04Rik,1.2985056365106739e-06
1700090G07Rik,8.66686539593766e-10
1700091E21Rik,1.4285385031924833e-08
1700092C02Rik,4.961033295605695e-09
1700092C10Rik,8.308236483002309e-09
1700092E19Rik,7.770293113599281e-10
1700092K14Rik,1.8021102875001412e-08
1700092M07Rik,1.1508999530950321e-07
1700093K21Rik,1.9467572823840662e-07
1700094D03Rik,4.067210501599821e-06
1700094J05Rik,9.593323421020652e-09
1700094M24Rik,1.1655439670398922e-09
1700095A21Rik,1.733373079187532e-09
1700095B10Rik,4.482861411691893e-10
1700095B22Rik,7.12774964459011e-08
1700096J18Rik,8.520425256489059e-08
1700096K18Rik,5.220770285799124e-06
1700097N02Rik,1.6394720754839592e-06
1700100L14Rik,5.708176864221011e-08
1700101E01Rik,2.4676657784226643e-07
1700101I11Rik,3.0788292175499925e-07
1700101O22Rik,4.482861411691893e-10
1700102H20Rik,2.969148541677264e-07
1700102P08Rik,3.8340419367063534e-07
1700104A03Rik,3.825375071310416e-09
1700105P06Rik,2.3077770547389867e-07
1700106J16Rik,5.080576266584146e-10
1700106N22Rik,8.96581248061202e-06
1700108F19Rik,5.8426627065717674e-08
1700108J01Rik,9.2346945080853e-09
1700108M19Rik,1.332605268982277e-07
1700109F18Rik,1.551070048445395e-07
1700109G14Rik,3.714797823155349e-08
1700109G15Rik,1.664635870874923e-08
1700109H08Rik,7.576633500614192e-07
1700109I08Rik,2.0920019921228836e-10
1700110C19Rik,4.897077806132224e-07
1700110I01Rik,2.0920019921228836e-10
1700110K17Rik,3.980183218727509e-07
1700110M21Rik,7.53120717164238e-09
1700111N16Rik,3.377088930141226e-09
1700112E06Rik,6.0344096320212025e-06
1700112H15Rik,8.188693512023859e-09
1700113A16Rik,6.531170447922153e-06
1700113H08Rik,7.023149544983966e-08
1700113I22Rik,2.7691531512303164e-06
1700119H24Rik,5.277822168698589e-08
1700120C14Rik,3.5534148123344406e-07
1700120E14Rik,1.198418284058966e-07
1700120G07Rik,2.214533537375795e-08
1700120K04Rik,1.4058253387065776e-07
1700121L16Rik,8.128922026534633e-09
1700121N20Rik,1.0758867388060544e-09
1700122O11Rik,4.3035469552242175e-09
1700123I01Rik,4.048322712185226e-07
1700123K08Rik,7.142692515962416e-09
1700123L14Rik,1.2850869380183428e-08
1700123M08Rik,1.200271200109132e-06
1700123O12Rik,3.0483457599504873e-09
1700123O20Rik,5.034928783116024e-05
1700123O21Rik,1.8648703472638275e-08
1700125D06Rik,1.615025537918866e-07
1700125G02Rik,4.482861411691893e-10
1700125G22Rik,3.215705919320318e-08
1700125H03Rik,6.503137621227707e-08
1700125H20Rik,1.1386467985697409e-07
1700126H18Rik,5.46909092226411e-09
1700128A07Rik,1.53911575134755e-08
1700128F08Rik,3.8851465567996406e-10
1700129C05Rik,2.211544963101334e-09
1810006J02Rik,1.0379019597776517e-06
1810006K21Rik,5.497069954621616e-05
1810007C17Rik,9.80252362023294e-09
1810007D17Rik,4.9221818300376985e-08
1810007I06Rik,9.025494308873011e-09
1810008A18Rik,3.186151908320171e-05
1810008I18Rik,1.9953813858295507e-06
1810009A15Rik,2.5365583925975452e-05
1810009J06Rik,1.6437158509536943e-09
1810010D01Rik,7.630726694981941e-07
1810010H24Rik,9.317149272317686e-06
1810011H11Rik,1.4838091958243699e-05
1810011O10Rik,0.00010191489550628348
1810012K16Rik,6.44575699515805e-07
1810012P15Rik,6.832867020929018e-06
1810013A23Rik,2.4996435231593996e-07
1810013D10Rik,5.293007114587127e-05
1810013L24Rik,5.934172850855771e-05
1810014B01Rik,5.414160927099512e-06
1810014F10Rik,7.25084901895517e-06
1810018F18Rik,1.0525758594652565e-07
1810019D21Rik,3.067442749564295e-06
1810019J16Rik,1.4522707715059801e-05
1810020D17Rik,2.5674512848726514e-05
1810020O05Rik,8.490539513744446e-08
1810021B22Rik,3.941929468014405e-06
1810022K09Rik,2.663438313419798e-05
1810024B03Rik,9.772637877488328e-07
1810026B05Rik,2.6775593268666277e-05
1810026J23Rik,3.153397134272075e-05
1810027O10Rik,4.209233528270769e-05
1810029B16Rik,8.302617963366321e-06
1810030J14Rik,5.556955005933271e-07
1810030N24Rik,1.3976994052543175e-05
1810030O07Rik,4.028406853220216e-05
1810031K17Rik,3.4367378840851984e-05
1810032O08Rik,4.617167939586183e-06
1810033B17Rik,2.298605120290665e-05
1810034E14Rik,3.803289507422147e-06
1810035I16Rik,3.048345759950487e-08
1810035L17Rik,2.107198892308519e-05
1810037I17Rik,7.216833066563252e-05
1810041L15Rik,4.753387155016127e-06
1810043G02Rik,2.2630231549789293e-05
1810043H04Rik,2.61935385429722e-05
1810044D09Rik,1.0648290139905477e-06
1810046J19Rik,5.977333840527541e-05
1810046K07Rik,6.979815218004277e-07
1810048J11Rik,1.4456809652307931e-05
1810049H13Rik,8.162184858209387e-06
1810053B23Rik,8.911928486443483e-08
1810055G02Rik,5.0507921353648645e-05
1810058I24Rik,6.153596962660992e-05
1810062G17Rik,1.9812753152540937e-06
1810062O18Rik,1.2114185821528725e-06
1810063B05Rik,1.6258232567724945e-05
1810063B07Rik,3.353670462126548e-05
1810064F22Rik,3.7533504312958994e-07
1810065E05Rik,1.1347616520129413e-07
1810074P20Rik,5.240348435871119e-05
2010001E11Rik,1.9336075555764366e-08
2010001M06Rik,1.0634542698242955e-06
2010001M09Rik,3.128042070127546e-05
2010002M12Rik,1.2252556810436283e-06
2010002N04Rik,5.523916317329102e-05
2010003K11Rik,2.46647034871288e-07
2010003K15Rik,6.018988588764983e-07
2010003O02Rik,6.392799459014597e-06
2010005H15Rik,1.290466371712373e-07
2010009K17Rik,1.2253154525291175e-07
2010010A06Rik,7.752361667952514e-08
2010011I20Rik,2.3771388750749582e-05
2010012O05Rik,1.704527360290432e-05
2010015L04Rik,7.938310759309494e-06
2010016I18Rik,6.020482875902213e-06
2010106C02Rik,8.087081986692176e-08
2010106E10Rik,4.602404382670344e-09
2010106G01Rik,0.00012567743807718066
2010107E04Rik,5.05880749156897e-05
2010107G12Rik,4.1164622056429426e-07
2010107G23Rik,5.845830595302697e-06
2010107H07Rik,1.0755460413387658e-05
2010109A12Rik,7.210533151992688e-07
2010109I03Rik,5.413204583331684e-07
2010109K11Rik,2.0090242273924666e-05
2010110P09Rik,2.7933904885961973e-06
2010111I01Rik,4.9893500368562154e-05
2010204K13Rik,2.308972484448771e-06
2010300C02Rik,2.793300831367963e-06
2010305A19Rik,1.1205479927636036e-05
2010308F09Rik,1.3726521642600577e-07
2010310C07Rik,2.7055562906697805e-07
2010315B03Rik,1.1814461707543006e-05
2010317E24Rik,5.78889825537421e-06
2010320M18Rik,5.715289670994229e-06
2010321M09Rik,3.1890777225348684e-05
2200002D01Rik,4.602792897326024e-06
2200002J24Rik,7.124761070315649e-08
2200002K05Rik,1.6352880714997135e-06
2210009G21Rik,2.7535527935176286e-06
2210010C04Rik,4.190949430859615e-05
2210010C17Rik,1.4970067398203908e-06
2210012G02Rik,2.0479354644459522e-05
2210013O21Rik,4.239779745930038e-05
2210015D19Rik,1.4324834212347721e-05
2210016F16Rik,6.485424341502975e-05
2210016L21Rik,2.9170786120933256e-05
2210018M11Rik,1.76775064906666e-05
2210019I11Rik,9.757993863543466e-07
2210020M01Rik,1.2240303655910991e-05
2210021J22Rik,1.5986361965977207e-05
2210039B01Rik,1.1350605094403874e-07
2210403K04Rik,4.013682147769945e-05
2210404J11Rik,5.253256088162518e-06
2210404O07Rik,6.163874669590864e-06
2210404O09Rik,4.520278361608148e-06
2210407C18Rik,3.2420053729355774e-07
2210408F21Rik,4.2795785895430386e-06
2210408I21Rik,3.826600386762945e-06
2210409D07Rik,1.5842432228919152e-07
2210409E12Rik,1.7931445646767573e-09
2210411K11Rik,1.553867353966291e-05
2210414B05Rik,7.889836084577732e-08
2210415F13Rik,3.9204117332382835e-07
2210416O15Rik,2.8313752676246e-07
2210417A02Rik,1.6825673165216907e-07
2210417K05Rik,6.662428630056492e-07
2210420H20Rik,4.1242324987565415e-09
2300002M23Rik,1.7154416335407646e-08
2300003K06Rik,3.2874317019073886e-10
2300005B03Rik,1.631163839000957e-07
2300009A05Rik,1.1409778865038207e-05
2310001A20Rik,4.496121715747678e-05
2310001H17Rik,6.550058237336748e-06
2310001H18Rik,1.494287137230631e-10
2310001K24Rik,7.686613033914366e-08
2310002D06Rik,2.2593621514927143e-08
2310002J15Rik,4.459042474724437e-06
2310002L09Rik,1.0316558395440277e-07
2310002L13Rik,7.664587241511588e-06
2310003C23Rik,2.1436624870312208e-05
