ensg,abundance
ENSG00000185960,423408
ENSG00000237531,74540
ENSG00000225661,4103
ENSG00000205755,178885
ENSG00000198223,9963363
ENSG00000265658,2567
ENSG00000223274,24668
ENSG00000185291,13624565
ENSG00000169100,434029932
ENSG00000236871,1523229
ENSG00000236017,6110165
ENSG00000169093,35477788
ENSG00000182162,10227148
ENSG00000197976,102473291
ENSG00000196433,313208
ENSG00000223511,333759
ENSG00000234622,9066
ENSG00000169084,14126658
ENSG00000223571,81608
ENSG00000214717,62229195
ENSG00000277120,192
ENSG00000223773,5002530
ENSG00000230542,90539
ENSG00000002586,228097216
ENSG00000124343,9602747
ENSG00000056998,21471937
ENSG00000235483,2154
ENSG00000006756,26141649
ENSG00000157399,3269149
ENSG00000205667,43191
ENSG00000062096,1082584
ENSG00000239228,860
ENSG00000230249,1568
ENSG00000228459,106206
ENSG00000101825,27907138
ENSG00000213487,1747
ENSG00000212214,284
ENSG00000207435,118
ENSG00000183943,28224605
ENSG00000207320,1156
ENSG00000236188,7022
ENSG00000182888,13645
ENSG00000205664,4247808
ENSG00000234449,660021
ENSG00000205663,317796
ENSG00000205662,86174
ENSG00000225722,624
ENSG00000236513,350
ENSG00000235039,43
ENSG00000226313,279
ENSG00000238193,15180
ENSG00000201660,8
ENSG00000236120,306572
ENSG00000146938,9665373
ENSG00000252291,212
ENSG00000265284,0
ENSG00000237730,18932
ENSG00000169059,530210
ENSG00000231217,34242
ENSG00000237490,510
ENSG00000130021,11766893
ENSG00000228550,3930
ENSG00000264268,193
ENSG00000101846,23880805
ENSG00000279682,2693
ENSG00000182583,262632
ENSG00000274923,852
ENSG00000006757,13491137
ENSG00000230394,2625
ENSG00000207628,19
ENSG00000177504,236399
ENSG00000205642,360543
ENSG00000011201,11886538
ENSG00000225574,13959
ENSG00000183304,154446
ENSG00000231619,378
ENSG00000229012,13743
ENSG00000225271,1607
ENSG00000177138,422698
ENSG00000200852,294
ENSG00000219870,5267
ENSG00000228543,120199
ENSG00000232111,84594
ENSG00000282306,15893
ENSG00000282501,3302
ENSG00000282358,3187
ENSG00000282668,1035
ENSG00000282299,2596
ENSG00000282697,4202
ENSG00000282222,2874
ENSG00000281955,19779
ENSG00000281941,5899
ENSG00000282300,9901
ENSG00000101849,48355492
ENSG00000101850,1969878
ENSG00000146950,9144491
ENSG00000215319,16078
ENSG00000230326,2102
ENSG00000206844,390
ENSG00000234469,76155
ENSG00000047644,67354589
ENSG00000225076,14356
ENSG00000202469,712
ENSG00000073464,26829073
ENSG00000227042,3866
ENSG00000101871,23814740
ENSG00000207202,85
ENSG00000234129,141091
ENSG00000004961,17690328
ENSG00000207151,4013
ENSG00000047648,23608142
ENSG00000278218,45
ENSG00000275194,1376
ENSG00000125363,13481
ENSG00000263652,7
ENSG00000232392,18357
ENSG00000282840,246831
ENSG00000223418,2025
ENSG00000005302,43158465
ENSG00000206792,52
ENSG00000169933,4093956
ENSG00000206795,154
ENSG00000223487,499
ENSG00000231211,408
ENSG00000273800,153
ENSG00000271814,125
ENSG00000101911,35606103
ENSG00000229083,18496
ENSG00000230691,721
ENSG00000196664,2483414
ENSG00000233338,22732
ENSG00000101916,9049733
ENSG00000205542,1238501322
ENSG00000187268,846847
ENSG00000261030,11197
ENSG00000235385,115824
ENSG00000231216,10927
ENSG00000123594,37108
ENSG00000235592,12130
ENSG00000226985,89135
ENSG00000226434,73952
ENSG00000197582,4231150
ENSG00000198759,4423417
ENSG00000233357,397
ENSG00000283493,12
ENSG00000199622,1317
ENSG00000176896,3867534
ENSG00000123595,21616661
ENSG00000196459,15778822
ENSG00000046651,41820961
ENSG00000046653,157960108
ENSG00000233535,27066
ENSG00000212663,72133
ENSG00000046647,15871122
ENSG00000233247,73827
ENSG00000101958,1507418
ENSG00000231066,69018
ENSG00000181544,797748
ENSG00000130150,20460658
ENSG00000235929,699
ENSG00000236929,154
ENSG00000102048,2492907
ENSG00000165192,3714609
ENSG00000165195,12587748
ENSG00000165197,8920699
ENSG00000087842,14210550
ENSG00000102010,5649811
ENSG00000130234,8024253
ENSG00000225833,9759
ENSG00000147003,1269718
ENSG00000237539,5848
ENSG00000186312,4042122
ENSG00000279413,202558
ENSG00000200620,1550
ENSG00000169239,11774265
ENSG00000169249,19584986
ENSG00000182287,41197289
ENSG00000200566,34
ENSG00000226536,300
ENSG00000126010,516613
ENSG00000238178,108908
ENSG00000182798,190152
ENSG00000215313,13423
ENSG00000235071,21445
ENSG00000239333,1111
ENSG00000047230,19472240
ENSG00000265144,35
ENSG00000169906,6901
ENSG00000169895,43580542
ENSG00000238709,7
ENSG00000086712,25925750
ENSG00000230180,528
ENSG00000102054,108379812
ENSG00000222736,123
ENSG00000223498,1021
ENSG00000199410,27
ENSG00000169891,25200578
ENSG00000201467,240
ENSG00000214322,26355
ENSG00000214321,18448
ENSG00000238764,75
ENSG00000188158,16991626
ENSG00000265465,254
ENSG00000235834,13575
ENSG00000230020,2290
ENSG00000226153,11750
ENSG00000047634,25783142
ENSG00000227873,2509
ENSG00000131831,38037944
ENSG00000276467,1336
ENSG00000225066,770
ENSG00000225882,5645
ENSG00000177324,415520
ENSG00000102098,3404803
ENSG00000235211,362
ENSG00000207025,108
ENSG00000008086,26058870
ENSG00000236187,5011
ENSG00000102104,389012
ENSG00000086717,1620025
ENSG00000237221,2534
ENSG00000196564,2446
ENSG00000224224,10746
ENSG00000237836,276172
ENSG00000044446,47831758
ENSG00000266710,5443
ENSG00000173698,4083778
ENSG00000131828,81152206
ENSG00000180815,1497874
ENSG00000202144,128
ENSG00000275800,443
ENSG00000147010,53809019
ENSG00000173681,19457471
ENSG00000206663,728
ENSG00000184368,11255908
ENSG00000264566,2871
ENSG00000173674,72829555
ENSG00000201882,54
ENSG00000201592,842
ENSG00000225037,17729
ENSG00000177189,70215313
ENSG00000283631,2923
ENSG00000283400,2975
ENSG00000252978,75
ENSG00000283380,53377
ENSG00000283546,674
ENSG00000206716,6
ENSG00000149970,18006126
ENSG00000231913,1336
ENSG00000185915,1637471
ENSG00000091482,20295188
ENSG00000012174,16669143
ENSG00000275681,680
ENSG00000230797,744337
ENSG00000271286,7158
ENSG00000102172,52829421
ENSG00000102174,1982677
ENSG00000224204,391667
ENSG00000233067,27103
ENSG00000175809,275827
ENSG00000231846,1204
ENSG00000224396,4021
ENSG00000201095,29
ENSG00000231011,1489
ENSG00000237019,482
ENSG00000184735,394727
ENSG00000174028,1001478
ENSG00000228610,911
ENSG00000165186,12636736
ENSG00000226774,107694
ENSG00000123131,46533182
ENSG00000123130,38025991
ENSG00000233785,62953
ENSG00000202272,327
ENSG00000130066,402015699
ENSG00000184831,10349241
ENSG00000238103,259790
ENSG00000165182,177279
ENSG00000174010,14847055
ENSG00000130741,116628271
ENSG00000201407,839
ENSG00000234230,14753
ENSG00000005889,35806089
ENSG00000223611,84573
ENSG00000223731,150006
ENSG00000225071,40715
ENSG00000067992,9269386
ENSG00000214124,8445
ENSG00000260822,45954683
ENSG00000102230,7275286
ENSG00000226222,398
ENSG00000236836,1013
ENSG00000236487,204
ENSG00000101868,15503144
ENSG00000251869,1649
ENSG00000232472,1779487
ENSG00000004848,4051092
ENSG00000214111,1798
ENSG00000240439,69
ENSG00000176812,1282
ENSG00000229310,63
ENSG00000228519,118555
ENSG00000233403,8057
ENSG00000176774,26587
ENSG00000232446,660
ENSG00000232030,15159
ENSG00000227511,248
ENSG00000176746,138813
ENSG00000232644,179
ENSG00000188408,25655
ENSG00000237171,430
ENSG00000228464,93
ENSG00000231388,571
ENSG00000230265,648
ENSG00000259849,2950
ENSG00000236160,38
ENSG00000216938,3045
ENSG00000236683,9710
ENSG00000252491,25
ENSG00000242021,43107
ENSG00000228933,32928
ENSG00000233807,154
ENSG00000252486,42
ENSG00000235642,41
ENSG00000224960,93684
ENSG00000223391,660
ENSG00000238247,11465
ENSG00000189186,654781
ENSG00000177689,46494
ENSG00000229731,3750
ENSG00000226199,21740
ENSG00000232834,100
ENSG00000228345,425
ENSG00000233243,1658
ENSG00000224589,1854
ENSG00000226372,52267
ENSG00000277569,8
ENSG00000223742,8373
ENSG00000169306,494992
ENSG00000226436,6347
ENSG00000201666,0
ENSG00000237994,858
ENSG00000201356,772
ENSG00000227393,8729
ENSG00000264090,14
ENSG00000227592,504
ENSG00000270794,1272
ENSG00000099399,759818
ENSG00000198798,181997
ENSG00000120289,293380
ENSG00000214107,577159
ENSG00000276940,62
ENSG00000169297,1962765
ENSG00000120280,2071797
ENSG00000178556,1032
ENSG00000232368,258611
ENSG00000198814,13468618
ENSG00000229331,61892
ENSG00000241886,253821
ENSG00000243055,397641
ENSG00000277876,594
ENSG00000157625,34007730
ENSG00000132446,69563
ENSG00000198947,84382595
ENSG00000252903,332
ENSG00000222922,302
ENSG00000236285,18558
ENSG00000263600,181
ENSG00000221348,16
ENSG00000236828,328
ENSG00000226781,63361
ENSG00000215310,2375
ENSG00000233928,27252
ENSG00000185448,132390
ENSG00000185638,3808
ENSG00000233571,193
ENSG00000236072,10573
ENSG00000271136,910
ENSG00000147027,72734724
ENSG00000225384,213
ENSG00000273704,801
ENSG00000189132,421499
ENSG00000229347,675
ENSG00000252411,9
ENSG00000230227,19490
ENSG00000233663,104
ENSG00000271088,255
ENSG00000233880,201
ENSG00000189023,93985
ENSG00000271519,2731
ENSG00000165164,925791
ENSG00000206733,10
ENSG00000229384,12086
ENSG00000226484,1744
ENSG00000233921,5919
ENSG00000249467,114401
ENSG00000275314,990
ENSG00000235510,45541
ENSG00000223723,167071
ENSG00000231069,22696
ENSG00000198173,228179
ENSG00000243048,55812
ENSG00000214071,17365
ENSG00000233810,653
ENSG00000130962,15387843
ENSG00000219186,72944
ENSG00000234355,7848
ENSG00000174678,14595
ENSG00000147036,2201239
ENSG00000047597,7012558
ENSG00000165168,32543971
ENSG00000165169,37669065
ENSG00000206983,76
ENSG00000259977,27577
ENSG00000224339,472
ENSG00000187516,366343
ENSG00000229674,43063
ENSG00000147041,5416017
ENSG00000221466,10
ENSG00000101955,76249742
ENSG00000226679,39418
ENSG00000156313,20777972
ENSG00000252050,12715
ENSG00000036473,1252340
ENSG00000227988,266
ENSG00000232370,6159
ENSG00000229735,2732
ENSG00000233007,2559
ENSG00000156298,145655406
ENSG00000238606,25
ENSG00000235806,44568
ENSG00000165175,70505369
ENSG00000238123,184825
ENSG00000207122,45
ENSG00000224610,6110
ENSG00000235304,25072
ENSG00000236747,11198
ENSG00000234191,5591
ENSG00000263730,61
ENSG00000264618,1539
ENSG00000228232,1727814
ENSG00000270759,1070
ENSG00000261435,8733
ENSG00000214047,9337
ENSG00000223486,92910
ENSG00000183337,39914506
ENSG00000236393,781907
ENSG00000214045,15395
ENSG00000206677,42
ENSG00000235685,469
ENSG00000238730,24
ENSG00000182220,111623073
ENSG00000238205,194738
ENSG00000185753,22961028
ENSG00000180182,50950856
ENSG00000234636,483995
ENSG00000270791,15885
ENSG00000214031,1401
ENSG00000237661,3691
ENSG00000238222,55771
ENSG00000232801,31065
ENSG00000189145,798
ENSG00000216866,449268
ENSG00000237931,16376
ENSG00000124486,133106437
ENSG00000223714,59909
ENSG00000199564,685
ENSG00000238426,2922
ENSG00000226641,6850
ENSG00000215301,299454598
ENSG00000264573,152265
ENSG00000188937,27787
ENSG00000225238,289
ENSG00000147044,27798553
ENSG00000233033,51137
ENSG00000212207,1381
ENSG00000217624,120263
ENSG00000242559,7064
ENSG00000171659,5298017
ENSG00000171657,349023
ENSG00000229822,12038
ENSG00000237875,2967
ENSG00000251807,269
ENSG00000233103,2097
ENSG00000228847,44797
ENSG00000212560,191
ENSG00000228780,118
ENSG00000206896,69
ENSG00000231772,4965
ENSG00000283737,5953
ENSG00000102055,1169424
ENSG00000270280,751
ENSG00000224294,5028
ENSG00000237206,8494
ENSG00000231750,981
ENSG00000189221,152807121
ENSG00000069535,78994771
ENSG00000124479,4298877
ENSG00000236276,2293
ENSG00000214019,96943
ENSG00000183690,3271380
ENSG00000198414,30261
ENSG00000214018,276584
ENSG00000200702,62
ENSG00000224054,1196
ENSG00000215035,9941
ENSG00000069509,11816583
ENSG00000233543,7907
ENSG00000229168,11700
ENSG00000214016,211711
ENSG00000242065,97
ENSG00000189037,183282
ENSG00000147050,34714313
ENSG00000147113,37323149
ENSG00000229491,55448
ENSG00000237782,572
ENSG00000229563,192183
ENSG00000214282,71814
ENSG00000204915,84919
ENSG00000270069,6972443
ENSG00000207870,98140
ENSG00000207725,674
ENSG00000269902,122717
ENSG00000231566,35499
ENSG00000212347,5
ENSG00000215286,46
ENSG00000234613,47
ENSG00000224701,361
ENSG00000213100,3599
ENSG00000214009,1331
ENSG00000278838,78
ENSG00000229145,25718
ENSG00000236751,268622
ENSG00000231235,1792
ENSG00000235587,557448
ENSG00000147121,14621648
ENSG00000224072,191931
ENSG00000251192,3333743
ENSG00000199226,8946
ENSG00000230844,5421503
ENSG00000277721,9780
ENSG00000270499,45799
ENSG00000147119,11387426
ENSG00000065923,28847953
ENSG00000213997,80477
ENSG00000226048,8975
ENSG00000215284,38040
ENSG00000102218,12001976
ENSG00000204904,54768
ENSG00000102221,11946202
ENSG00000130988,18746898
ENSG00000206685,27715
ENSG00000201659,18231
ENSG00000147123,63497356
ENSG00000182872,69201839
ENSG00000237351,53584
ENSG00000130985,296159699
ENSG00000224975,2579558
ENSG00000102225,100616633
ENSG00000102226,126127185
ENSG00000237623,3166
ENSG00000266158,162
ENSG00000203402,1276
ENSG00000147117,331517
ENSG00000221459,201
ENSG00000232009,1897
ENSG00000226556,10054
ENSG00000147124,11114242
ENSG00000277605,993
ENSG00000196741,2057915
ENSG00000235636,405184
ENSG00000078061,74196823
ENSG00000008056,46667919
ENSG00000102265,282931562
ENSG00000263858,52
ENSG00000126759,15683064
ENSG00000126767,38444915
ENSG00000126756,29726381
ENSG00000267064,267575
ENSG00000187893,19763
ENSG00000224656,1729
ENSG00000229968,2476
ENSG00000188459,109768
ENSG00000197779,7067164
ENSG00000224401,153861
ENSG00000147118,12988541
ENSG00000171489,1848
ENSG00000221994,3982080
ENSG00000277541,20015
ENSG00000171483,16636
ENSG00000171478,1630
ENSG00000230241,253
ENSG00000233139,3760
ENSG00000201517,228
ENSG00000225198,1403
ENSG00000238032,2366
ENSG00000165583,40215
ENSG00000234780,663
ENSG00000252856,71
ENSG00000204368,21758
ENSG00000231568,194
ENSG00000229662,635
ENSG00000126752,212366
ENSG00000232813,1211
ENSG00000241207,5401
ENSG00000237345,294
ENSG00000204648,3359
ENSG00000234391,797
ENSG00000227302,1390
ENSG00000230100,948
ENSG00000270747,2394
ENSG00000165584,357338
ENSG00000225055,615
ENSG00000234448,92
ENSG00000268009,1151
ENSG00000269791,1567
ENSG00000231603,814
ENSG00000231489,43
ENSG00000235350,417
ENSG00000226971,30890
ENSG00000017483,20871538
ENSG00000068438,28803437
ENSG00000224292,128892
ENSG00000102312,15876727
ENSG00000147155,27974642
ENSG00000276823,8007
ENSG00000068354,26187581
ENSG00000204620,361439
ENSG00000102317,200507234
ENSG00000228343,2035640
ENSG00000279528,1704134
ENSG00000220125,662
ENSG00000101940,114605423
ENSG00000231725,51752
ENSG00000015285,27699825
ENSG00000101945,7020711
ENSG00000232828,15719
ENSG00000206723,2312
ENSG00000171433,198958
ENSG00000233585,379898
ENSG00000207367,7565
ENSG00000102145,1364510
ENSG00000094631,86263976
ENSG00000187682,319493
ENSG00000102109,66690146
ENSG00000126768,26476284
ENSG00000102103,45161986
ENSG00000102100,18535843
ENSG00000102096,25059010
ENSG00000068308,86387974
ENSG00000279155,520782
ENSG00000223309,12028
ENSG00000102057,7428926
ENSG00000068400,75671480
ENSG00000068323,111750734
ENSG00000147144,22772841
ENSG00000243279,12674024
ENSG00000196998,75942225
ENSG00000206936,7648
ENSG00000068394,22074738
ENSG00000265033,91419
ENSG00000280116,1307
ENSG00000269313,4867784
ENSG00000279422,116235
ENSG00000102007,114704637
ENSG00000012211,11518040
ENSG00000102003,68610040
ENSG00000237341,48806
ENSG00000102001,1499758
ENSG00000230216,192123
ENSG00000101997,20991258
ENSG00000049768,1018474
ENSG00000049769,19494070
ENSG00000270012,5074015
ENSG00000215274,74216
ENSG00000224659,7030
ENSG00000274274,399
ENSG00000275113,683
ENSG00000236737,0
ENSG00000237671,2
ENSG00000227488,2
ENSG00000236362,0
ENSG00000216649,3
ENSG00000215269,28
ENSG00000224902,9029
ENSG00000205777,72672
ENSG00000189064,152945
ENSG00000213856,40073
ENSG00000227391,5088
ENSG00000068985,219798
ENSG00000101951,922998
ENSG00000234390,1511066
ENSG00000273820,6388817
ENSG00000220132,1102
ENSG00000171365,17513944
ENSG00000201341,138
ENSG00000207758,47
ENSG00000207768,34
ENSG00000207785,24
ENSG00000208015,8
ENSG00000211538,38
ENSG00000239057,11
ENSG00000207970,50
ENSG00000272080,18
ENSG00000181977,238
ENSG00000202495,19
ENSG00000147081,12611308
ENSG00000147082,1185529
ENSG00000274588,1464169
ENSG00000158352,22402410
ENSG00000222303,80
ENSG00000226881,8982
ENSG00000130385,7493
ENSG00000238190,655
ENSG00000227493,551
ENSG00000230926,547
ENSG00000230317,82186
ENSG00000237926,71488
ENSG00000122824,4579446
ENSG00000229151,148359
ENSG00000226530,124851
ENSG00000187690,548003
ENSG00000196368,8008854
ENSG00000234766,24948
ENSG00000224109,52428
ENSG00000283093,1399
ENSG00000223591,2311
ENSG00000189369,10563189
ENSG00000179222,126840282
ENSG00000236576,19617
ENSG00000252377,748
ENSG00000228827,40
ENSG00000232951,20736
ENSG00000237528,679
ENSG00000232562,150
ENSG00000182776,820
ENSG00000279750,36369
ENSG00000187243,76020
ENSG00000221705,105
ENSG00000154545,57640
ENSG00000179028,1365
ENSG00000276474,4187
ENSG00000275335,45
ENSG00000155622,65691
ENSG00000225957,110
ENSG00000276897,58
ENSG00000224556,90
ENSG00000250084,228
ENSG00000278358,167
ENSG00000278160,345
ENSG00000275643,519
ENSG00000204379,1763
ENSG00000223395,182
ENSG00000204382,2378
ENSG00000277289,182
ENSG00000227058,357
ENSG00000231593,160
ENSG00000228771,1505
ENSG00000185319,123
ENSG00000197185,750
ENSG00000234792,1000
ENSG00000157965,6106
ENSG00000187754,1712
ENSG00000228354,4052
ENSG00000222608,53
ENSG00000225508,223
ENSG00000237275,139
ENSG00000241476,4063
ENSG00000223958,451
ENSG00000225397,105
ENSG00000229826,136
ENSG00000268447,4095
ENSG00000269281,108
ENSG00000226867,203
ENSG00000204363,442636
ENSG00000229885,127
ENSG00000171405,26920
ENSG00000196395,538
ENSG00000224781,81638
ENSG00000171402,25740
ENSG00000179304,123278
ENSG00000268350,794493
ENSG00000184194,15428335
ENSG00000270497,66681
ENSG00000184205,245500184
ENSG00000234019,53113
ENSG00000232593,29912309
ENSG00000235224,3241
ENSG00000231340,160520
ENSG00000227329,240511
ENSG00000126012,129918120
ENSG00000276575,1318
ENSG00000277474,466
ENSG00000235262,47560
ENSG00000124313,38316650
ENSG00000226299,2968
ENSG00000207408,232
ENSG00000236571,90
ENSG00000234413,533
ENSG00000072501,79644455
ENSG00000278204,111
ENSG00000158423,2741429
ENSG00000072506,42334840
ENSG00000233250,201101
ENSG00000235416,3043
ENSG00000199422,246
ENSG00000086758,265080065
ENSG00000271886,193
ENSG00000208012,33
ENSG00000224735,270
ENSG00000226110,168
ENSG00000229037,2497
ENSG00000235916,11320
ENSG00000201618,81
ENSG00000172943,52592790
ENSG00000184083,14584240
ENSG00000224949,1732
ENSG00000196632,7517665
ENSG00000234566,4387
ENSG00000207104,118
ENSG00000158526,52999511
ENSG00000102302,15466940
ENSG00000130119,6289808
ENSG00000215197,3521
ENSG00000102313,323515
ENSG00000102316,163301516
ENSG00000221716,73287
ENSG00000275387,38
ENSG00000067445,35332916
ENSG00000221750,17085
ENSG00000158571,4325126
ENSG00000169188,19397703
ENSG00000158578,46800379
ENSG00000278283,344
ENSG00000234466,2081
ENSG00000238269,375546
ENSG00000234068,234668
ENSG00000278319,412
ENSG00000276929,1951
ENSG00000182518,9382315
ENSG00000186678,191
ENSG00000229760,327
ENSG00000231947,513
ENSG00000238047,492
ENSG00000256045,192810
ENSG00000158639,243292
ENSG00000204279,115509
ENSG00000232765,49701
ENSG00000187601,25029333
ENSG00000247746,3138298
ENSG00000277516,119
ENSG00000200635,27
ENSG00000235136,213
ENSG00000189299,46218
ENSG00000229594,907
ENSG00000169164,3782
ENSG00000083750,18691377
ENSG00000227486,667273
ENSG00000214745,12066
ENSG00000102349,28214951
ENSG00000234135,20806
ENSG00000188021,52709047
ENSG00000230105,22447
ENSG00000204272,22595414
ENSG00000237748,75159
ENSG00000204271,21887618
ENSG00000237708,28850
ENSG00000186787,3260778
ENSG00000226310,221585
ENSG00000147059,328438
ENSG00000231765,4765
ENSG00000165591,4286160
ENSG00000231831,142577
ENSG00000198455,13645822
ENSG00000215174,126824
ENSG00000227427,2623
ENSG00000198205,3676101
ENSG00000228004,247
ENSG00000235124,2014
ENSG00000236852,23120
ENSG00000235170,103
ENSG00000228182,75
ENSG00000234570,400
ENSG00000277499,5128
ENSG00000230823,45341
ENSG00000235437,36694521
ENSG00000186767,6412342
ENSG00000233661,45857
ENSG00000131089,59563887
ENSG00000231729,16479
ENSG00000236813,9580
ENSG00000222532,21
ENSG00000232794,12637
ENSG00000226010,19826
ENSG00000184675,9945718
ENSG00000244006,4789
ENSG00000198881,1889012
ENSG00000102043,973389
ENSG00000213754,125185
ENSG00000283349,4420
ENSG00000230889,3264
ENSG00000227261,487
ENSG00000226502,373
ENSG00000225814,1531
ENSG00000236982,708
ENSG00000126970,10099555
ENSG00000237971,7117
ENSG00000225569,28375
ENSG00000231857,3206
ENSG00000237963,7927
ENSG00000228158,322016
ENSG00000227534,5046
ENSG00000102053,5834789
ENSG00000001497,61137795
ENSG00000227942,15961
ENSG00000147065,401814730
ENSG00000231809,6367
ENSG00000276689,816
ENSG00000233833,5379
ENSG00000230039,10968
ENSG00000217835,40277
ENSG00000237311,14841
ENSG00000274536,17074726
ENSG00000155659,44356409
ENSG00000215168,1596
ENSG00000237294,7385
ENSG00000089472,46824488
ENSG00000231356,422
ENSG00000226820,523
ENSG00000235892,6063
ENSG00000131080,7857273
ENSG00000222667,13
ENSG00000226280,2708
ENSG00000233710,1040
ENSG00000169083,29504496
ENSG00000234201,1331
ENSG00000260118,1106952
ENSG00000079482,20294497
ENSG00000228328,105272
ENSG00000252145,61
ENSG00000228125,5361
ENSG00000206646,543
ENSG00000225925,457
ENSG00000181704,48327749
ENSG00000206747,261
ENSG00000236735,51114
ENSG00000234463,196
ENSG00000130052,24877686
ENSG00000232267,3530
ENSG00000213740,144620
ENSG00000090776,54011082
ENSG00000181191,31818240
ENSG00000172186,5346
ENSG00000215162,33009
ENSG00000231706,399
ENSG00000130054,6974950
ENSG00000228160,1160
ENSG00000158813,9720914
ENSG00000272351,290
ENSG00000212434,427
ENSG00000233229,10683
ENSG00000211991,5
ENSG00000147160,1115270
ENSG00000189401,180527
ENSG00000226579,788
ENSG00000235382,1240
ENSG00000089289,57337402
ENSG00000220925,12117
ENSG00000203588,195628
ENSG00000184210,370331
ENSG00000242657,5580
ENSG00000204195,116707
ENSG00000200473,5432
ENSG00000186912,216297
ENSG00000120500,123567
ENSG00000147127,511738
ENSG00000120509,21109167
ENSG00000090889,3945891
ENSG00000231053,500
ENSG00000201377,185
ENSG00000130055,7101213
ENSG00000284391,351205
ENSG00000082458,39500156
ENSG00000200431,223
ENSG00000231651,57148
ENSG00000120498,1071266
ENSG00000230187,254
ENSG00000213747,372
ENSG00000165349,637316
ENSG00000230629,1262875
ENSG00000229324,9107
ENSG00000212605,2565
ENSG00000227536,204240
ENSG00000147164,48013591
ENSG00000184481,47399708
ENSG00000204165,1050062
ENSG00000147168,30999912
ENSG00000184634,70274368
ENSG00000196338,15304354
ENSG00000228427,289708
ENSG00000169562,12649681
ENSG00000147130,56849473
ENSG00000147140,235198747
ENSG00000147166,6054565
ENSG00000224208,28650
ENSG00000213706,150020
ENSG00000147133,53288845
ENSG00000275975,847
ENSG00000229601,66852
ENSG00000213018,354448
ENSG00000199751,808
ENSG00000243468,27253
ENSG00000215120,20295
ENSG00000147162,326551922
ENSG00000147174,5110981
ENSG00000186810,1028615
ENSG00000237265,227489
ENSG00000283599,391104
ENSG00000230934,153
ENSG00000281852,246302
ENSG00000215115,2229
ENSG00000226870,15651
ENSG00000237182,557
ENSG00000237717,299
ENSG00000234442,37672
ENSG00000215113,2871
ENSG00000224617,186
ENSG00000229030,99
ENSG00000283178,80869
ENSG00000204131,35126680
ENSG00000201392,132
ENSG00000196933,21096
ENSG00000242732,29910723
ENSG00000102309,13363664
ENSG00000239577,14958
ENSG00000186871,1326251
ENSG00000198034,874370879
ENSG00000238926,63
ENSG00000125931,5843227
ENSG00000147099,13152110
ENSG00000222810,3310
ENSG00000067177,32729786
ENSG00000225858,1005
ENSG00000231944,11009
ENSG00000273788,202
ENSG00000213698,1747
ENSG00000201271,241
ENSG00000184911,56874
ENSG00000269911,3680
ENSG00000268994,2004
ENSG00000225396,4317
ENSG00000269502,8598
ENSG00000283594,6962
ENSG00000275520,241902
ENSG00000226725,10925
ENSG00000184388,835149
ENSG00000186288,870337
ENSG00000231963,22117
ENSG00000204118,468488
ENSG00000186462,16864028
ENSG00000230311,54839
ENSG00000237014,567
ENSG00000225664,300
ENSG00000207486,11
ENSG00000131264,63010
ENSG00000233162,158
ENSG00000269904,143901
ENSG00000237475,1674
ENSG00000204116,20923373
ENSG00000230146,23815
ENSG00000270641,252960
ENSG00000229807,101147778
ENSG00000182707,206
ENSG00000225470,1407512
ENSG00000230590,65741545
ENSG00000228906,249640
ENSG00000271199,49496
ENSG00000233984,33581
ENSG00000203397,27422
ENSG00000234969,246350
ENSG00000223650,84804
ENSG00000232928,135911
ENSG00000280375,109600
ENSG00000230986,1720
ENSG00000224430,141356
ENSG00000231549,28663
ENSG00000204113,23940
ENSG00000228492,2529783
ENSG00000271533,14295665
ENSG00000202566,5171
ENSG00000212027,0
ENSG00000265727,40216
ENSG00000207820,182
ENSG00000199168,7
ENSG00000187969,368937
ENSG00000226515,206
ENSG00000213269,23247
ENSG00000239745,1205
ENSG00000230665,23443
ENSG00000213695,85307
ENSG00000147100,27474609
ENSG00000231206,11994
ENSG00000230673,399053
ENSG00000131263,56844832
ENSG00000199885,27
ENSG00000050030,4811208
ENSG00000271589,514
ENSG00000131269,20929261
ENSG00000229661,8029
ENSG00000199601,587
ENSG00000094841,9041624
ENSG00000232186,1227224
ENSG00000102383,4135100
ENSG00000233254,57820
ENSG00000237089,1570
ENSG00000224775,54289
ENSG00000215105,5542766
ENSG00000186675,761822
ENSG00000233063,4356
ENSG00000226753,1434
ENSG00000226854,1747
ENSG00000232332,6911
ENSG00000102390,17168797
ENSG00000237252,2404
ENSG00000201826,7
ENSG00000274398,293
ENSG00000213684,59246
ENSG00000198934,11941704
ENSG00000223259,3156
ENSG00000235447,94719
ENSG00000280870,94981
ENSG00000283242,12
ENSG00000207995,75
ENSG00000201447,25
ENSG00000234404,255
ENSG00000196468,163839
ENSG00000085224,77356737
ENSG00000237106,673
ENSG00000102158,55487949
ENSG00000200906,1000
ENSG00000263410,1065
ENSG00000131174,81552241
ENSG00000165240,17700439
ENSG00000248503,745536
ENSG00000226784,65358
ENSG00000102144,330308488
ENSG00000187325,25274427
ENSG00000223592,3279
ENSG00000173198,4002680
ENSG00000224755,3816
ENSG00000235061,260
ENSG00000179300,672490
ENSG00000271433,126
ENSG00000147145,582100
ENSG00000227645,627
ENSG00000283622,9
ENSG00000078589,1823301
ENSG00000232168,526
ENSG00000147138,616917
ENSG00000271005,855
ENSG00000225025,2949
ENSG00000078596,49459335
ENSG00000270268,3454
