ensg,abundance
ENSG00000250017,4099
ENSG00000250122,1527
ENSG00000170571,30550767
ENSG00000271455,156
ENSG00000213956,6511
ENSG00000271752,42765
ENSG00000151883,32361796
ENSG00000249405,9495
ENSG00000270830,86
ENSG00000251601,549
ENSG00000250360,115766
ENSG00000251573,54095
ENSG00000248918,12641
ENSG00000207060,10
ENSG00000278734,112
ENSG00000206606,7
ENSG00000240627,2350
ENSG00000259663,1755122
ENSG00000016082,2282428
ENSG00000249338,910
ENSG00000248891,281
ENSG00000251125,4319
ENSG00000251873,10
ENSG00000249270,1064
ENSG00000279470,1617
ENSG00000248789,2683
ENSG00000244621,2623
ENSG00000250827,1917
ENSG00000248898,19744
ENSG00000213949,139248404
ENSG00000152684,31738211
ENSG00000251237,17087
ENSG00000241809,325285
ENSG00000249899,150266
ENSG00000164171,21768727
ENSG00000272123,329543
ENSG00000164172,40686974
ENSG00000247796,2358968
ENSG00000213940,16595
ENSG00000240052,1751
ENSG00000134363,16056555
ENSG00000164258,34579264
ENSG00000250447,49275
ENSG00000217791,13016
ENSG00000272416,554290
ENSG00000185305,15608554
ENSG00000222960,554
ENSG00000207627,493
ENSG00000241230,3834
ENSG00000265421,6
ENSG00000279638,672
ENSG00000249069,20012
ENSG00000251597,149
ENSG00000169271,10224906
ENSG00000178996,42255073
ENSG00000280159,388324
ENSG00000232517,80813
ENSG00000226810,1638
ENSG00000249843,547
ENSG00000249016,1300
ENSG00000164283,2049208
ENSG00000240535,57414
ENSG00000113088,1166623
ENSG00000207229,98
ENSG00000251376,525
ENSG00000248029,894
ENSG00000249454,3921
ENSG00000145649,3126424
ENSG00000164287,278093
ENSG00000164294,20789444
ENSG00000198983,40
ENSG00000207728,48
ENSG00000251856,27
ENSG00000234602,182072
ENSG00000152669,4037252
ENSG00000251307,184083
ENSG00000067248,41275193
ENSG00000039123,52165384
ENSG00000271410,44097
ENSG00000067113,63518421
ENSG00000279883,36243
ENSG00000265135,192
ENSG00000250853,149755
ENSG00000249410,3360
ENSG00000177058,9197694
ENSG00000152670,5962180
ENSG00000251368,312
ENSG00000199322,862
ENSG00000248854,21026
ENSG00000164509,512006
ENSG00000134352,243108950
ENSG00000264281,10985
ENSG00000227908,472442
ENSG00000238326,1850
ENSG00000249236,4079
ENSG00000164512,1080021
ENSG00000253032,144
ENSG00000243592,20423
ENSG00000223003,324
ENSG00000251435,23820
ENSG00000212265,215
ENSG00000248781,8334
ENSG00000210678,608
ENSG00000249697,5760
ENSG00000250787,4852
ENSG00000248727,238796
ENSG00000226221,1059915
ENSG00000225940,131157
ENSG00000234553,42948
ENSG00000228650,23873
ENSG00000095015,34313414
ENSG00000237705,15070
ENSG00000225230,36495
ENSG00000155542,4810488
ENSG00000155545,23069409
ENSG00000271828,474856
ENSG00000235635,29833
ENSG00000233943,823
ENSG00000248652,50
ENSG00000250480,426
ENSG00000207293,2086
ENSG00000062194,85881058
ENSG00000248586,9708
ENSG00000250961,90365
ENSG00000250308,3748
ENSG00000169067,114467
ENSG00000248294,27003
ENSG00000249436,416788
ENSG00000249198,3754
ENSG00000249584,11488
ENSG00000248132,21685
ENSG00000248271,811
ENSG00000145632,54358973
ENSG00000175857,2522491
ENSG00000271257,1708
ENSG00000265699,0
ENSG00000250127,1266
ENSG00000152932,18062689
ENSG00000248475,18457
ENSG00000240412,4738
ENSG00000248733,5023
ENSG00000113448,48037189
ENSG00000247345,38890
ENSG00000276214,3777
ENSG00000251306,2813
ENSG00000202601,98
ENSG00000248935,13147
ENSG00000202017,206
ENSG00000213896,5994
ENSG00000214244,17786
ENSG00000152931,4898138
ENSG00000035499,2274695
ENSG00000251303,8090
ENSG00000250148,22935
ENSG00000164181,19266557
ENSG00000272308,233239
ENSG00000049167,5317678
ENSG00000215032,13637
ENSG00000233847,21762
ENSG00000164182,12910655
ENSG00000279985,37934
ENSG00000276945,132017
ENSG00000188725,24411010
ENSG00000251279,60825
ENSG00000249279,47466
ENSG00000130449,33094750
ENSG00000251682,73173
ENSG00000250461,115027
ENSG00000213891,88939
ENSG00000178722,672347
ENSG00000248529,215381
ENSG00000212215,127
ENSG00000251575,360617
ENSG00000249878,3837
ENSG00000248199,7063
ENSG00000251983,42
ENSG00000068796,20206765
ENSG00000086189,27359463
ENSG00000086200,19473650
ENSG00000199279,233
ENSG00000268942,7012
ENSG00000241991,11898
ENSG00000240436,38969
ENSG00000186105,1288741
ENSG00000217416,37667
ENSG00000249579,117
ENSG00000248185,3729
ENSG00000248285,51283
ENSG00000178394,174672
ENSG00000164197,10889709
ENSG00000236068,1735
ENSG00000186479,4759944
ENSG00000242547,1164
ENSG00000201869,45
ENSG00000224296,330
ENSG00000145642,141156
ENSG00000153006,21886715
ENSG00000153015,20503466
ENSG00000272370,271818
ENSG00000272354,69029
ENSG00000207439,38
ENSG00000049192,5497841
ENSG00000248288,8295
ENSG00000250732,1127
ENSG00000205644,24397
ENSG00000250081,47361
ENSG00000123219,2251201
ENSG00000113593,28968257
ENSG00000113595,19678062
ENSG00000207352,1920
ENSG00000113597,16466276
ENSG00000253251,1909568
ENSG00000197860,18411070
ENSG00000123213,18530985
ENSG00000251648,2993
ENSG00000269961,295738
ENSG00000112851,86160149
ENSG00000252904,1793
ENSG00000153914,94116237
ENSG00000253744,6438
ENSG00000248846,24068
ENSG00000251391,37442
ENSG00000250313,18066
ENSG00000234838,12896
ENSG00000069020,59333766
ENSG00000248803,934
ENSG00000249057,1761
ENSG00000229666,387432
ENSG00000134061,3335033
ENSG00000251206,11162
ENSG00000249364,564687
ENSG00000250978,3771245
ENSG00000239870,1216
ENSG00000249736,123208
ENSG00000249238,54226
ENSG00000250669,149280
ENSG00000249721,196013
ENSG00000250421,63558
ENSG00000273860,560
ENSG00000249894,2548
ENSG00000253801,117
ENSG00000252108,16
ENSG00000213864,37831
ENSG00000253787,205249
ENSG00000145675,167433148
ENSG00000251044,2477
ENSG00000248884,32969
ENSG00000249588,4190
ENSG00000248359,31863
ENSG00000249335,25080
ENSG00000250289,297
ENSG00000212249,89
ENSG00000250066,7565
ENSG00000276309,3594
ENSG00000249352,74595
ENSG00000250237,86651
ENSG00000249183,1641
ENSG00000145740,30905923
ENSG00000248664,11657
ENSG00000220986,0
ENSG00000134057,12450267
ENSG00000280187,1925608
ENSG00000153044,4464685
ENSG00000134056,17952437
ENSG00000134058,16856460
ENSG00000183323,9944405
ENSG00000213830,138520
ENSG00000215006,125769
ENSG00000271045,4082
ENSG00000085231,15249938
ENSG00000273841,31924592
ENSG00000152942,25097145
ENSG00000152939,6369956
ENSG00000244717,20103
ENSG00000249295,5603
ENSG00000266477,270
ENSG00000197822,6348390
ENSG00000212260,767
ENSG00000183474,2655781
ENSG00000248477,56840
ENSG00000250138,4662227
ENSG00000253203,81806
ENSG00000248769,2121
ENSG00000198237,252606
ENSG00000251158,71209
ENSG00000249230,1034
ENSG00000205572,735799
ENSG00000205571,3351181
ENSG00000179978,1369483
ENSG00000253492,2722
ENSG00000254701,406304
ENSG00000253816,1021724
ENSG00000226259,710516
ENSG00000269983,40933
ENSG00000250687,218898
ENSG00000253333,41135
ENSG00000196302,2347
ENSG00000253366,15076
ENSG00000254335,1403
ENSG00000172058,155736
ENSG00000172062,5445268
ENSG00000249437,3275214
ENSG00000145736,2817912
ENSG00000230847,537342
ENSG00000251634,1100717
ENSG00000253900,4276
ENSG00000215630,267362
ENSG00000235558,77102
ENSG00000250387,67010
ENSG00000253985,14952
ENSG00000169040,45920
ENSG00000249981,4698
ENSG00000145734,42502692
ENSG00000253536,7213
ENSG00000247911,7711
ENSG00000131844,57794878
ENSG00000164326,10044653
ENSG00000278824,843
ENSG00000131711,293816591
ENSG00000264099,19
ENSG00000113048,60421175
ENSG00000244748,16309
ENSG00000049883,13785566
ENSG00000244061,50289
ENSG00000251108,10100
ENSG00000261269,6205779
ENSG00000178175,3759441
ENSG00000248371,102348
ENSG00000251613,89339
ENSG00000226544,11742
ENSG00000223497,951
ENSG00000206770,105
ENSG00000249085,47752
ENSG00000083312,104904950
ENSG00000263593,39
ENSG00000242602,31712
ENSG00000271926,140472
ENSG00000272081,227328
ENSG00000157107,40601965
ENSG00000251467,48093
ENSG00000248930,11107
ENSG00000157111,2891011
ENSG00000251599,10210
ENSG00000250747,1636
ENSG00000164325,156018
ENSG00000249743,716926
ENSG00000251543,7690
ENSG00000249149,18406
ENSG00000251493,2338782
ENSG00000251604,4826
ENSG00000251324,1136
ENSG00000272525,666545
ENSG00000145741,306049758
ENSG00000255883,152366
ENSG00000164331,15567734
ENSG00000164338,12194710
ENSG00000214944,25907144
ENSG00000249293,59301
ENSG00000184084,27057
ENSG00000238913,13
ENSG00000259968,2933
ENSG00000248474,20334
ENSG00000248942,5620
ENSG00000244326,334
ENSG00000251041,37943
ENSG00000249343,123864
ENSG00000250446,5227
ENSG00000248673,18384
ENSG00000171617,60200471
ENSG00000049860,68608686
ENSG00000164347,20194622
ENSG00000207336,15637
ENSG00000164346,63824528
ENSG00000198780,3445457
ENSG00000250071,16721
ENSG00000271714,445419
ENSG00000212363,173
ENSG00000249856,17588
ENSG00000196390,1889
ENSG00000239517,1481
ENSG00000182383,25539
ENSG00000249157,450
ENSG00000176928,5109046
ENSG00000250889,160121
ENSG00000145700,892580
ENSG00000251663,201
ENSG00000247372,9518
ENSG00000113161,56113851
ENSG00000271815,194096
ENSG00000113163,56980646
ENSG00000242198,378632
ENSG00000122008,23718405
ENSG00000251724,20
ENSG00000272040,1705740
ENSG00000189045,1202625
ENSG00000152359,8626986
ENSG00000207333,879
ENSG00000251078,2231
ENSG00000251419,1316
ENSG00000249301,182
ENSG00000248684,2542
ENSG00000228367,7001
ENSG00000249777,789
ENSG00000251342,5263
ENSG00000248127,40823
ENSG00000122012,8877693
ENSG00000252833,162
ENSG00000254893,348446
ENSG00000251668,484
ENSG00000249014,121921
ENSG00000251107,2199
ENSG00000250348,11193
ENSG00000251235,9451
ENSG00000145703,26196112
ENSG00000250574,4003
ENSG00000249713,92096
ENSG00000164220,2543840
ENSG00000225407,31669
ENSG00000277188,168
ENSG00000278237,84
ENSG00000181104,34156237
ENSG00000164251,12270305
ENSG00000264391,10542
ENSG00000171643,265391
ENSG00000252684,135
ENSG00000145708,5316697
ENSG00000164252,28213731
ENSG00000132846,16056409
ENSG00000238961,21658
ENSG00000250802,1902976
ENSG00000251566,0
ENSG00000113231,37137290
ENSG00000251400,203141
ENSG00000164253,28097722
ENSG00000244019,4594
ENSG00000244363,256016
ENSG00000171540,586759
ENSG00000171530,56797566
ENSG00000213763,456372
ENSG00000253572,9375
ENSG00000132842,43919324
ENSG00000253558,67554
ENSG00000249372,4466
ENSG00000251605,196
ENSG00000200331,29
ENSG00000206714,31
ENSG00000245556,6246860
ENSG00000085365,37434070
ENSG00000145685,37648995
ENSG00000248909,24042
ENSG00000254170,48357
ENSG00000254310,846
ENSG00000113273,15837586
ENSG00000132837,5842597
ENSG00000214890,31285
ENSG00000132840,20117595
ENSG00000145692,8737098
ENSG00000201955,607
ENSG00000249829,1963
ENSG00000206592,785
ENSG00000250330,5972
ENSG00000152409,41208456
ENSG00000213757,511317
ENSG00000152413,12339184
ENSG00000213755,18230
ENSG00000243160,7815
ENSG00000207391,31
ENSG00000277818,87
ENSG00000164329,43982883
ENSG00000164309,389568089
ENSG00000250258,9185
ENSG00000238254,1114
ENSG00000250888,674
ENSG00000177034,32162518
ENSG00000113296,50384398
ENSG00000251050,297016
ENSG00000249778,1020
ENSG00000249825,805944
ENSG00000164300,40666803
ENSG00000251675,36978
ENSG00000249438,3649
ENSG00000184188,69385
ENSG00000251828,94
ENSG00000244076,1693
ENSG00000164299,1046022
ENSG00000227087,126934
ENSG00000248569,78316
ENSG00000220157,41377
ENSG00000206774,134
ENSG00000039319,48722852
ENSG00000249042,2123737
ENSG00000152380,1026369
ENSG00000242706,6282
ENSG00000240003,28673
ENSG00000189127,1686259
ENSG00000251366,9733
ENSG00000251221,105473
ENSG00000228716,10053391
ENSG00000249655,62977
ENSG00000271043,6484
ENSG00000113318,11975807
ENSG00000248967,12839
ENSG00000244630,10710
ENSG00000251450,315914
ENSG00000113319,22389024
ENSG00000251001,6669
ENSG00000249772,3205
ENSG00000247572,7145134
ENSG00000131730,68701273
ENSG00000248794,156938
ENSG00000131732,16302352
ENSG00000172497,820587
ENSG00000145687,42815901
ENSG00000249483,24663
ENSG00000214857,7283
ENSG00000152348,6184386
ENSG00000236447,3882
ENSG00000251495,65876
ENSG00000248192,4101
ENSG00000265684,2640
ENSG00000251374,6540
ENSG00000186468,367965442
ENSG00000205464,7773796
ENSG00000248393,840
ENSG00000248870,7922
ENSG00000249100,1022
ENSG00000240411,2625
ENSG00000248105,2702
ENSG00000283359,19
ENSG00000281327,226242
ENSG00000248112,19006
ENSG00000249857,2790
ENSG00000248400,5114
ENSG00000249664,80616
ENSG00000271862,756495
ENSG00000174695,74366951
ENSG00000238835,4077
ENSG00000152422,5199174
ENSG00000243385,5723
ENSG00000251552,17687
ENSG00000251395,150
ENSG00000038427,151568154
ENSG00000249835,22847
ENSG00000145681,2116502
ENSG00000253073,100
ENSG00000206744,19
ENSG00000242858,44430
ENSG00000202157,31
ENSG00000250013,831
ENSG00000164176,63408768
ENSG00000252861,168
ENSG00000250320,497909
ENSG00000214853,1625
ENSG00000249349,1574
ENSG00000248674,31
ENSG00000250253,566
ENSG00000249792,403
ENSG00000248170,162
ENSG00000248667,260
ENSG00000249023,223
ENSG00000249842,239
ENSG00000243859,105368
ENSG00000251066,20698
ENSG00000250874,1030
ENSG00000241965,431
ENSG00000249153,298
ENSG00000250359,1021
ENSG00000205449,65192
ENSG00000280009,6531
ENSG00000248195,130
ENSG00000248363,3559
ENSG00000250124,245
ENSG00000251585,425
ENSG00000127184,182630265
ENSG00000207013,17
ENSG00000250544,86358
ENSG00000248701,317
ENSG00000242477,134221
ENSG00000249061,8846
ENSG00000251951,68
ENSG00000265919,6
ENSG00000233828,10158
ENSG00000145715,44127659
ENSG00000241243,11625
ENSG00000207452,2150
ENSG00000272367,532488
ENSG00000134480,29628986
ENSG00000200462,132
ENSG00000249362,2998
ENSG00000248708,7809
ENSG00000164180,20199240
ENSG00000247828,9035761
ENSG00000207129,41799
ENSG00000240083,8696
ENSG00000206958,723
ENSG00000250306,3463
ENSG00000250156,191451
ENSG00000271904,85649
ENSG00000245526,6793335
ENSG00000250705,6329
ENSG00000250377,43931
ENSG00000245864,2392
ENSG00000081189,65425760
ENSG00000248309,2248729
ENSG00000250831,16162
ENSG00000250437,226
ENSG00000214942,9321
ENSG00000249265,4561
ENSG00000264342,69
ENSG00000248555,75794
ENSG00000253321,5644
ENSG00000260871,262940
ENSG00000153140,11967293
ENSG00000255647,62750
ENSG00000176055,7788034
ENSG00000113356,4106472
ENSG00000176018,19909612
ENSG00000164199,28460308
ENSG00000249514,2023
ENSG00000212930,4048
ENSG00000251093,17960
ENSG00000199643,1072
ENSG00000234292,173101
ENSG00000248323,1145296
ENSG00000277001,970
ENSG00000240388,11153
ENSG00000241059,3850
ENSG00000113369,93700851
ENSG00000281357,704655
ENSG00000251356,16907
ENSG00000248826,996
ENSG00000250049,41091
ENSG00000248864,14603
ENSG00000249776,53813
ENSG00000249169,999
ENSG00000249984,25711
ENSG00000248588,1235
ENSG00000248950,804
ENSG00000249958,29161
ENSG00000248528,20336
ENSG00000251361,28618
ENSG00000213730,14385
ENSG00000237187,11234160
ENSG00000175745,44425786
ENSG00000278905,45066
ENSG00000113391,24247923
ENSG00000249353,2114203
ENSG00000248483,584407
ENSG00000272406,33623
ENSG00000251023,1285454
ENSG00000185261,2014022
ENSG00000251544,36136
ENSG00000254132,23900
ENSG00000251340,27328
ENSG00000232578,66372
ENSG00000270133,80094
ENSG00000133302,8144824
ENSG00000175471,20642373
ENSG00000249175,32272
ENSG00000243806,113135
ENSG00000276514,2546
ENSG00000249545,14490
ENSG00000153347,2769248
ENSG00000225165,13379
ENSG00000198677,84096901
ENSG00000212259,1632
ENSG00000164291,7043197
ENSG00000178015,868263
ENSG00000175449,1444526
ENSG00000145757,1432068
ENSG00000250240,122640
ENSG00000164292,89311666
ENSG00000173221,46198483
ENSG00000251348,516913
ENSG00000251000,172033
ENSG00000251409,58003
ENSG00000272021,639982
ENSG00000236882,6103400
ENSG00000250362,44054
ENSG00000118985,121277549
ENSG00000250955,5440
ENSG00000213716,1118
ENSG00000250551,35924
ENSG00000207578,10
ENSG00000206997,750
ENSG00000249746,77415
ENSG00000250158,5402
ENSG00000251314,71830
ENSG00000175426,8035078
ENSG00000153113,222237100
ENSG00000249180,131438
ENSG00000164307,44404135
ENSG00000248734,1037273
ENSG00000272109,124840
ENSG00000247121,1922519
ENSG00000164308,24674424
ENSG00000113441,76891363
ENSG00000227836,4340
ENSG00000200884,223
ENSG00000213701,7336
ENSG00000251513,86689
ENSG00000145721,5969107
ENSG00000058729,16897402
ENSG00000206698,8477
ENSG00000248758,1183
ENSG00000251054,6168
ENSG00000249761,345
ENSG00000251389,10355
ENSG00000249977,2703
ENSG00000250331,29880
ENSG00000248931,1035
ENSG00000251193,4256
ENSG00000248202,62169
ENSG00000249101,424
ENSG00000248901,11218
ENSG00000249135,122
ENSG00000238000,536038
ENSG00000176183,9713
ENSG00000250221,20359
ENSG00000250830,41
ENSG00000249990,122
ENSG00000249448,11004
ENSG00000251102,34505
ENSG00000251553,2766
ENSG00000174136,17999832
ENSG00000246763,2555711
ENSG00000279232,82125
ENSG00000250162,3183
ENSG00000153922,52019175
ENSG00000222610,1354
ENSG00000248489,282254
ENSG00000200351,2565
ENSG00000241597,31443
ENSG00000249444,2124
ENSG00000206356,125097
ENSG00000227762,23271
ENSG00000249515,17136
ENSG00000248236,331
ENSG00000248928,305
ENSG00000250391,1854
ENSG00000249963,1775
ENSG00000199378,256
ENSG00000270232,7406
ENSG00000270230,56666
ENSG00000271687,23149
ENSG00000270906,491186
ENSG00000270350,2719
ENSG00000271480,1326
ENSG00000270388,31674
ENSG00000270307,192577
ENSG00000270225,146064
ENSG00000271207,113778
ENSG00000274455,12739
ENSG00000207077,249
ENSG00000275374,70143
ENSG00000273957,30008
ENSG00000249787,51187
ENSG00000247877,87761
ENSG00000174132,17989008
ENSG00000250806,1284
ENSG00000207269,245
ENSG00000113532,9875700
ENSG00000221263,119
ENSG00000277506,561
ENSG00000251261,1410
ENSG00000249495,247
ENSG00000199786,111
ENSG00000248261,1910
ENSG00000173930,2178241
ENSG00000222987,2273
ENSG00000205359,1036195
ENSG00000249017,27444
ENSG00000250958,10249
ENSG00000247402,1448
ENSG00000250682,25317
ENSG00000145730,266020996
ENSG00000175749,144642
ENSG00000145723,6497514
ENSG00000145725,40451649
ENSG00000248203,19531
ENSG00000181751,14762816
ENSG00000250567,14317
ENSG00000226926,69492
ENSG00000248757,28796
ENSG00000112874,12731948
ENSG00000283462,386527
ENSG00000251026,1067
ENSG00000201910,10
ENSG00000239808,110
ENSG00000251574,79624
ENSG00000278958,584
ENSG00000252881,10
ENSG00000253776,6298
ENSG00000253584,15116
ENSG00000232159,270
ENSG00000201790,10
ENSG00000251204,10425
ENSG00000250145,687
ENSG00000252337,55
ENSG00000251027,49525
ENSG00000250273,4025
ENSG00000184349,16028286
ENSG00000249959,7471
ENSG00000248827,7245
ENSG00000239708,46
ENSG00000251732,39
ENSG00000145743,29395973
ENSG00000244245,89194
ENSG00000272523,1312624
ENSG00000151422,28750569
ENSG00000249921,12971
ENSG00000250383,4045
ENSG00000207404,402
ENSG00000250441,3483
ENSG00000206593,322
ENSG00000176857,83876
ENSG00000249476,1625553
ENSG00000198961,173568407
ENSG00000248867,129
ENSG00000251367,2483
ENSG00000248876,5219
ENSG00000248440,1071
ENSG00000214794,8887
ENSG00000271849,228999
ENSG00000112893,18332618
ENSG00000202512,40404
ENSG00000249068,42827
ENSG00000254106,5742
ENSG00000253224,11068
ENSG00000186952,1977837
ENSG00000221436,64
ENSG00000207177,754
ENSG00000164209,52800704
ENSG00000270779,171
ENSG00000248966,25602
ENSG00000248428,9858
ENSG00000251627,3013
ENSG00000145777,2220107
ENSG00000253613,876
ENSG00000134987,29764557
ENSG00000250728,102
ENSG00000214784,243540
ENSG00000152495,29050321
ENSG00000249318,7245
ENSG00000248268,4649
ENSG00000164211,26819849
ENSG00000246859,6370680
ENSG00000249619,2562
ENSG00000251099,1515
ENSG00000134986,32296136
ENSG00000253057,2236
ENSG00000249439,1752
ENSG00000250095,7157
ENSG00000129595,9471333
ENSG00000224032,29569590
ENSG00000238363,66047
ENSG00000250882,53846
ENSG00000251187,131232
ENSG00000251076,99407
ENSG00000248350,1779
ENSG00000278921,1083512
ENSG00000248430,734
ENSG00000251014,3281
ENSG00000250358,38382
ENSG00000134982,56145949
ENSG00000250045,23554
ENSG00000212370,974
ENSG00000153037,25795777
ENSG00000129625,151200356
ENSG00000249947,268588
ENSG00000212643,1416103
ENSG00000270067,972746
ENSG00000279522,974776
ENSG00000272389,170493
ENSG00000172795,36532126
ENSG00000171444,42228754
ENSG00000232633,252666
ENSG00000212122,88762
ENSG00000251741,168
ENSG00000047188,50107041
ENSG00000251628,68325
ENSG00000222706,495
ENSG00000080709,3584777
ENSG00000246316,8349
ENSG00000251542,216
ENSG00000251132,1082
ENSG00000250242,204
ENSG00000152503,12749553
ENSG00000250472,11948
ENSG00000249791,38547
ENSG00000164219,20632398
ENSG00000271797,138027
ENSG00000243304,88353
ENSG00000164221,8458264
ENSG00000250197,13156
ENSG00000249026,48935
ENSG00000248722,922
ENSG00000249944,570
ENSG00000249433,665
ENSG00000250444,41152
ENSG00000145780,43758461
ENSG00000243414,7003453
ENSG00000249249,929216
ENSG00000134970,66664304
ENSG00000249021,806
ENSG00000248709,102867
ENSG00000251118,4298
ENSG00000222598,101
ENSG00000129596,28924741
ENSG00000145782,43451912
ENSG00000177879,58415157
ENSG00000172901,5279823
ENSG00000248295,9481
ENSG00000268223,12909
ENSG00000185641,1525519
ENSG00000272265,100503
ENSG00000271918,2424578
ENSG00000145781,14402561
ENSG00000212457,4370
ENSG00000232916,6812
ENSG00000250015,29633
ENSG00000092421,42816438
ENSG00000248445,1670737
ENSG00000239528,230775
ENSG00000249167,62590
ENSG00000197575,32855
ENSG00000251311,1252
ENSG00000249150,9185
ENSG00000250650,26
ENSG00000250949,6001
ENSG00000243758,2885
ENSG00000248663,229805
ENSG00000251477,1286
ENSG00000249582,2061
ENSG00000249797,196572
ENSG00000250427,147061
ENSG00000250891,700123
ENSG00000249551,4132
ENSG00000249128,5367
ENSG00000238904,8
ENSG00000249426,15713
ENSG00000169570,5430790
ENSG00000197744,703637
ENSG00000283498,129033
ENSG00000249494,89974
ENSG00000223179,104
ENSG00000250678,30356
ENSG00000250928,11987
ENSG00000172869,46939628
ENSG00000248885,73853
ENSG00000248979,43860
ENSG00000206786,988
ENSG00000264536,118
ENSG00000145779,22618799
ENSG00000243333,1562
ENSG00000202092,156
ENSG00000133835,120316575
ENSG00000213663,22326
ENSG00000249919,1967
ENSG00000164334,502908
ENSG00000250895,1701
ENSG00000234259,8297
ENSG00000251293,25593
ENSG00000251975,57
ENSG00000261036,5604
ENSG00000184838,7205210
ENSG00000270741,1669
ENSG00000222609,499
ENSG00000248927,361520
ENSG00000251135,506
ENSG00000248853,2191
ENSG00000250847,141
ENSG00000229855,10333
ENSG00000279860,6779
ENSG00000244088,930
ENSG00000213661,8668
ENSG00000249600,1497
ENSG00000181867,913087
ENSG00000151304,7549134
ENSG00000113083,51439110
ENSG00000247311,86158
ENSG00000164185,467706
ENSG00000249610,6420
ENSG00000250803,1309490
ENSG00000272139,50
ENSG00000064692,7801063
ENSG00000249621,66812
ENSG00000249916,10915
ENSG00000250328,305949
ENSG00000251538,41342
ENSG00000240058,11688
ENSG00000205302,56330604
ENSG00000260686,2468669
ENSG00000064652,13530382
ENSG00000263432,294239
ENSG00000168938,18825419
ENSG00000249996,75386
ENSG00000276047,6278
ENSG00000223652,374362
ENSG00000061455,10848606
ENSG00000213655,224
ENSG00000168944,24690274
ENSG00000250539,897971
ENSG00000249400,4956
ENSG00000279772,3254
ENSG00000151292,25104208
ENSG00000235275,7613
ENSG00000253807,233409
ENSG00000250862,4586
ENSG00000251421,3389
ENSG00000248600,698
ENSG00000251214,942
ENSG00000250438,118
ENSG00000248296,3311
ENSG00000168916,23849376
ENSG00000249112,8903
ENSG00000251456,3028
ENSG00000242814,105752
ENSG00000248443,502
ENSG00000249261,53649
ENSG00000249423,2548
ENSG00000250411,16332
ENSG00000250194,773
ENSG00000249365,21887
ENSG00000250721,40
ENSG00000281608,6910
ENSG00000222107,462
ENSG00000250402,25429
ENSG00000260192,7088
ENSG00000249950,153
ENSG00000249904,142
ENSG00000241888,196
ENSG00000248752,30185
ENSG00000248107,28660
ENSG00000155324,36455718
ENSG00000250602,326144
ENSG00000279118,10616776
ENSG00000164904,59055150
ENSG00000202082,202
ENSG00000164902,28567399
ENSG00000230929,41853
ENSG00000196900,181367
ENSG00000213630,6289
ENSG00000249768,2161
ENSG00000251072,35508
ENSG00000252185,86
ENSG00000113368,17762119
ENSG00000173926,10311102
ENSG00000164241,5449126
ENSG00000279446,14192
ENSG00000214743,201
ENSG00000250080,2324
ENSG00000271585,568
ENSG00000250956,5808
ENSG00000283897,267370
ENSG00000145794,7988873
ENSG00000249577,105942
ENSG00000271766,13763
ENSG00000250859,120347
ENSG00000164244,47838662
ENSG00000282925,3161
ENSG00000205279,1308838
ENSG00000248799,4928
ENSG00000230561,660523
ENSG00000251032,6080
ENSG00000250603,9405
ENSG00000245937,19356290
ENSG00000064651,52421534
ENSG00000250329,145379
ENSG00000138829,32127834
ENSG00000207290,120
ENSG00000248634,4299
ENSG00000113396,6696017
ENSG00000066583,21708424
ENSG00000264563,219
ENSG00000265691,41
ENSG00000249421,45478
ENSG00000145808,1224740
ENSG00000251680,15944
ENSG00000186367,30247
ENSG00000198108,5572023
ENSG00000221562,1383
ENSG00000199455,156
ENSG00000248610,205767
ENSG00000252514,6
ENSG00000249312,688
ENSG00000249418,189
ENSG00000244192,11080
ENSG00000250405,7731
ENSG00000248955,136
ENSG00000169567,139943417
ENSG00000186687,21808970
ENSG00000158985,49012484
ENSG00000279370,32665
ENSG00000158987,27770938
ENSG00000275939,8116
ENSG00000217128,40059296
ENSG00000279584,50895
ENSG00000239642,337788
ENSG00000234758,10903
ENSG00000164398,18863981
ENSG00000223548,154422
ENSG00000231585,5283
ENSG00000164399,5015
ENSG00000164400,50781
ENSG00000253067,40
ENSG00000227616,835
ENSG00000235775,398
ENSG00000224015,10275
ENSG00000237714,17083
ENSG00000072682,31525608
ENSG00000224431,859979
ENSG00000283678,21
ENSG00000131435,39573519
ENSG00000197208,5387645
ENSG00000233006,3681297
ENSG00000263597,96717
ENSG00000197375,23702620
ENSG00000197536,14704102
ENSG00000238160,212114
ENSG00000202533,99325
ENSG00000234290,4306356
ENSG00000125347,36489626
ENSG00000113525,97728
ENSG00000113522,53943780
ENSG00000223442,148364
ENSG00000169194,1151139
ENSG00000113520,52256
ENSG00000230612,200101
ENSG00000131437,26369108
ENSG00000205089,1716574
ENSG00000164402,118589522
ENSG00000198944,23026078
ENSG00000272203,75476
ENSG00000164403,26797225
ENSG00000201274,488
ENSG00000164404,1473673
ENSG00000164405,59193667
ENSG00000164406,4839233
ENSG00000072364,128958102
ENSG00000235253,59353
ENSG00000202417,1274
ENSG00000225364,5659
ENSG00000272023,33130
ENSG00000229738,2646
ENSG00000199677,84
ENSG00000155329,12215602
ENSG00000248648,73133
ENSG00000170606,98339962
ENSG00000279691,44873
ENSG00000251616,235193
ENSG00000248245,38113
ENSG00000240611,1093
ENSG00000053108,3650841
ENSG00000249478,37178
ENSG00000250244,55833
